QUOTE;AUTHOR;GENRE
I want to be alone and work until the day my heads hits the drawing table and I'm dead. Kaput. I feel very much like I want to be with my brother and sister again. They're nowhere. I know they're nowhere and they don't exist, but if nowhere means that's where they are, that's where I want to be.;Maurice Sendak;alone
Simply by not owning three medium-sized castles in Tuscany I have saved enough money in the last forty years on insurance premiums alone to buy a medium-sized castle in Tuscany.;Ludwig Mies van der Rohe;alone
Men, even when alone, lighten their labors by song, however rude it may be.;Quintilian;alone
I once had a boyfriend who couldn't write unless he was wearing a necktie and a dress shirt, which I thought was really weird, because this was a long time ago, and no one I knew ever wore dress shirts, let alone neckties it was like he was a grown-up reenacter or something.;Susan Orlean;alone
When we dream alone it is only a dream, but when many dream together it is the beginning of a new reality.;Friedensreich Hundertwasser;alone
Unhappy, let alone angry, religious people provide more persuasive arguments for atheism and secularism than do all the arguments of atheists.;Dennis Prager;alone
If the First Amendment means anything, it means that a state has no business telling a man, sitting alone in his house, what books he may read or what films he may watch.;Thurgood Marshall;alone
The history of philosophy is not, like the history of the sciences, to be studied with the intellect alone. That which is receptive in us and that which impinges upon us from history is the reality of man's being, unfolding itself in thought.;Karl Jaspers;alone
I'm a dad, and I no longer see a way for my kids to even inherit the money that I'm making, let alone go out there, have an idea, and create it in their own lifetime.;Glenn Beck;alone
It's kind of awkward to eat alone in a restaurant because everybody's looking at me.;Louis C. K.;alone
Be able to live alone, even if you don't want to and think you will never find it necessary.;Marilyn vos Savant;alone
The age in which we live, this non-stop distraction, is making it more impossible for the young generation to ever have the curiosity or discipline... because you need to be alone to find out anything.;Vivienne Westwood;alone
I think more and more people want to live alone. You can be a couple without being in each other's pockets. I don't see why you have to share the same bathroom.;Jeanne Moreau;alone
I absolutely relate to being alone in squalor, trying to come up with something adequate. I relate to that, and I've been known to crawl out of bed and drink out of a 2-liter bottle of Diet Coke.;Diablo Cody;alone
After all my various relationships I find myself now home alone.;Francesca Annis;alone
Deliberation is the work of many men. Action, of one alone.;Charles de Gaulle;alone
Worse there cannot be a better, I believe, there may be, by giving energy to the capital and skill of the country to produce exports, by increasing which, alone, can we flatter ourselves with the prospect of finding employment for that part of our population now unemployed.;Joseph Hume;alone
War alone brings up to their highest tension all human energies and imposes the stamp of nobility upon the peoples who have the courage to make it.;Benito Mussolini;alone
I never knew I'd be in a musical, let alone win an award for one.;Nicole Kidman;alone
Happy the man, and happy he alone, he who can call today his own he who, secure within, can say, tomorrow do thy worst, for I have lived today.;John Dryden;alone
For the last third of life there remains only work. It alone is always stimulating, rejuvenating, exciting and satisfying.;Doris Lessing;alone
I got a lot of problems, but I'm really good at intuiting what I need to do to be happy with whatever I create. I know when to stop myself, I know when to start, I know when to leave something alone. I guess I just kind of indulge that completely, and so I just take my time.;Fiona Apple;alone
It's important for moms to have alone time. However, that's the first thing that goes on a busy day. Fortunately for me, because of my job, I have to find the time to do it. At least that's the way my mind sees it.;Cindy Crawford;alone
We cannot remember too often that when we observe nature, and especially the ordering of nature, it is always ourselves alone we are observing.;Georg C. Lichtenberg;alone
Photography, alone of the arts, seems perfected to serve the desire humans have for a moment - this very moment - to stay.;Sam Abell;alone
In Turkey, you're not allowed to be left alone in the hospital. The nurse teaches the family how to do things, and somebody is always there with the patient.;Mehmet Oz;alone
A dream you dream alone is only a dream. A dream you dream together is a reality.;Yoko Ono;alone
Death is the mother of Beauty hence from her, alone, shall come fulfillment to our dreams and our desires.;Wallace Stevens;alone
In Sleep we lie all naked and alone, in Sleep we are united at the heart of night and darkness, and we are strange and beautiful asleep for we are dying the darkness and we know no death.;Thomas Wolfe;alone
Schizophrenia beats dining alone.;Oscar Levant;alone
When one by one our ties are torn, and friend from friend is snatched forlorn when man is left alone to mourn, oh! then how sweet it is to die!;Anna Letitia Barbauld;alone
When I get into bed at night, I hope I don't get into it alone!;Calvin Klein;alone
You need a whole community to raise a child. I have raised two children, alone.;Toni Morrison;alone
An American, a Negro... two souls, two thoughts, two unreconciled strivings two warring ideals in one dark body, whose dogged strength alone keeps it from being torn asunder.;W. E. B. Du Bois;alone
Weird people follow you in the streets, you can't sit alone in a restaurant or a cafe and read a book in peace, and I think everybody values those moments of being alone.;Winona Ryder;alone
It may, however, be said that the level of experience to which concepts are inapplicable cannot yield any knowledge of a universal character, for concepts alone are capable of being socialized.;Muhammad Iqbal;alone
Inductive reason, which alone makes man master of his environment, is an achievement and when once born it must be reinforced by inhibiting the growth of other modes of knowledge.;Muhammad Iqbal;alone
I'm so accustomed to being alone.;Leighton Meester;alone
When I'm alone, I work sometimes with music, sometimes without and sometimes just listening to NPR.;Mikhail Baryshnikov;alone
What I'm trying to do is get this message out about self-empowerment, entrepreneurial spirit and true Americanism - the way we were when we changed the world, when Edison was alone, failing his 2,000th time on the lightbulb.;Glenn Beck;alone
A country is made not by policy alone, but by its music, its entertainment shows, all of it.;Glenn Beck;alone
I thought about how we need to make children feel that there are times in their lives when they need to be alone and quiet and to be able to accept their aloneness.;Bell Hooks;alone
I think about dying. I've come to realize we all die alone in one way or another.;Richard Pryor;alone
Because for whatever reason, even though I want to stay home all the time and be left alone, I want to tell the world who I am now.;Fiona Apple;alone
I love the solitude of being on a plane and finally getting to read an entire book and being left alone.;Christina Ricci;alone
I don't think I ever got the hang of the writers' room. I love collaborating with people, but I really do my best work alone, and I think I would want to - if I did something again, I think I'd want to take total ownership the way Aaron Sorkin or David Kelley does.;Diablo Cody;alone
Fear of error which everything recalls to me at every moment of the flight of my ideas, this mania for control, makes men prefer reason's imagination to the imagination of the senses. And yet it is always the imagination alone which is at work.;Louis Aragon;alone
Work, apart from devotion or love of God, is helpless and cannot stand alone.;Ramakrishna;alone
I was never less alone than when by myself.;Edward Gibbon;alone
The attempt to devote oneself to literature alone is a most deceptive thing, and often, paradoxically, it is literature that suffers for it.;Vaclav Havel;alone
Our future cannot depend on the government alone. The ultimate solutions lie in the attitudes and the actions of the American people.;Joe Biden;alone
People talk about the conscience, but it seems to me one must just bring it up to a certain point and leave it there. You can let your conscience alone if you're nice to the second housemaid.;Henry James;alone
Those who remember Washington's cold war culture in the 1980s will recall the shocked reactions to Reagan's intervention. People interested in foreign policy were astonished when in 1985 he met alone at Geneva - alone, not a single strategic thinker at his elbow! - with the Soviet Communist master Gorbachev.;Russell Baker;alone
Palin was a political Hail Mary, a long bomb in the closing minutes of a game that John McCain and Co. were certain to lose. They didn't care if she had the policy or political or emotional capacity to serve as vice president, let alone president. They were willing to drive the country off a cliff, if that's what it took to win.;Dee Dee Myers;alone
This, and this alone, is Christianity, a universal holiness in every part of life, a heavenly wisdom in all our actions, not conforming to the spirit and temper of the world but turning all worldly enjoyments into means of piety and devotion to God.;William Law;alone
The Fuhrer alone is the present and future German reality and its law. Learn to know ever more deeply: from now on every single thing demands decision, and every action responsibility.;Martin Heidegger;alone
Fail I alone, in words and deeds? Why, all men strive and who succeeds?;Robert Browning;alone
Finds progress, man's distinctive mark alone, Not God's, and not the beast's God is, they are, Man partly is, and wholly hopes to be.;Robert Browning;alone
Liberal that I am, I support health-care reform on its merits alone. My liberal blood boils, for example, when I read that half of the personal bankruptcies in this country are brought on, in part, by medical expenses.;Thomas Frank;alone
I don't think nationalism is alone holding the field it's in contention with a lot of different things.;Peter Singer;alone
I am alone, some people help me, but, basically, I can do what I want.;Sergei Bubka;alone
I mean, I don't think I'm alone when I look at the homeless person or the bum or the psychotic or the drunk or the drug addict or the criminal and see their baby pictures in my mind's eye. You don't think they were cute like every other baby?;Dustin Hoffman;alone
It is the unknown that excites the ardor of scholars, who, in the known alone, would shrivel up with boredom.;Wallace Stevens;alone
Most high courts in other nations do not have discretion, such as we enjoy, in selecting the cases that the high court reviews. Our court is virtually alone in the amount of discretion it has.;Sandra Day O'Connor;alone
Yes, I will bring the understanding of a woman to the Court, but I doubt that alone will affect my decisions.;Sandra Day O'Connor;alone
With production alone as the goal, industry in North America was dominated by the assembly line, standardization for mass consumption.;Arthur Erickson;alone
The music industry is a strange combination of having real and intangible assets: pop bands are brand names in themselves, and at a given stage in their careers their name alone can practically gaurantee hit records.;Richard Branson;alone
It would do the world good if every man would compel himself occasionally to be absolutely alone. Most of the world s progress has come out of such loneliness.;Bruce Barton;alone
And if you don't believe the sun will rise, stand alone and greet the coming night in the last remaining light.;Chris Cornell;alone
A celibate, like the fly in the heart of an apple, dwells in a perpetual sweetness, but sits alone, and is confined and dies in singularity.;Jeremy Taylor;alone
He alone is free who lives with free consent under the entire guidance of reason.;Baruch Spinoza;alone
Only that thing is free which exists by the necessities of its own nature, and is determined in its actions by itself alone.;Baruch Spinoza;alone
Wisdom alone is true ambition's aim, wisdom is the source of virtue and of fame obtained with labour, for mankind employed, and then, when most you share it, best enjoyed.;Alfred North Whitehead;alone
My contribution I hope is to get people to eat full-flavored food. If I could come away with that alone, that would be a fantastic accomplishment. I'm also very proud of being a very American chef.;Bobby Flay;alone
But no nation can base its survival and development on luck and prayers alone while its leadership fritters away every available opportunity for success and concrete achievement.;Ibrahim Babangida;alone
Solitude is strength to depend on the presence of the crowd is weakness. The man who needs a mob to nerve him is much more alone than he imagines.;Paul Brunton;alone
He was thinking alone, and seriously racking his brain to find a direction for this single force four times multiplied, with which he did not doubt, as with the lever for which Archimedes sought, they should succeed in moving the world, when some one tapped gently at his door.;Alexandre Dumas;alone
When I decided to be a singer, my mother warned me I'd be alone a lot. Basically we all are.;Whitney Houston;alone
And remember don't high post when you're far from home, and high posting when you're all alone.;Mos Def;alone
Go on thinking that you don't need to be read and you'll find that it may become quite true: no one will feel the need tom read it because it is written for yourself alone and the public won't feel any impulse to gate crash such a private party.;Dylan Thomas;alone
Being alone is scarier than any boogey man and the reason why I don't choose to see Horror movies as a rule.;Tom Sizemore;alone
I have been alone since my husband died. I stay in my home. I don't date. It's hard to date when you're at home. Nobody knows you.;Anna Nicole Smith;alone
I'd like to state that Spike Lee is not saying that African American culture is just for black people alone to enjoy and cherish. Culture is for everybody.;Spike Lee;alone
Once a disease has entered the body, all parts which are healthy must fight it: not one alone, but all. Because a disease might mean their common death. Nature knows this and Nature attacks the disease with whatever help she can muster.;Paracelsus;alone
The progress of evolution from President Washington to President Grant was alone evidence to upset Darwin.;Henry Adams;alone
I'm the most gregarious of men and love good company, but never less alone when alone.;Peter O'Toole;alone
The daily act of writing remains as demanding and maddening as it was before, and the pleasure you get from writing - rare but profound - remains at the true heart of the enterprise. On their best days, writers all over the world are winning Pulitzers, all alone in their studios, with no one watching.;Jeffrey Eugenides;alone
Costumes and scenery alone will not attract audiences.;Anna Held;alone
There are times when the only access I have to the truest person that I am is when I'm alone and trying to solve a sentence. It's exciting, even when it's frustrating, even when I can't do it right.;Elizabeth Gilbert;alone
Well, I'm not a member of the permanent political establishment, and I've learned quickly these last few days that if you're not a member in good standing of the Washington elite, then some in the media consider a candidate unqualified for that reason alone.;Sarah Palin;alone
Successful crimes alone are justified.;John Dryden;alone
Reason is a crutch for age, but youth is strong enough to walk alone.;John Dryden;alone
Volume depends precisely on the writer's having been able to sit in a room every day, year after year, alone.;Susan Sontag;alone
Still, intuitive assumptions about behavior is only the starting point of systematic analysis, for alone they do not yield many interesting implications.;Gary Becker;alone
The writer is all alone.;V. S. Naipaul;alone
If you write a novel alone you sit and you weave a little narrative. And it's O.K., but it's of no account.;V. S. Naipaul;alone
There is no end to the violations committed by children on children, quietly talking alone.;Elizabeth Bowen;alone
Never to lie is to have no lock on your door, you are never wholly alone.;Elizabeth Bowen;alone
Muslims must believe that all power, success and victory comes from God alone.;Abu Bakar Bashir;alone
If man knew how women pass the time when they are alone, they'd never marry.;O. Henry;alone
I don't like being alone.;Cristiano Ronaldo;alone
You can be around 100 people and be completely alone. People don't realize what it's really like.;Lenny Kravitz;alone
That we find a crystal or a poppy beautiful means that we are less alone, that we are more deeply inserted into existence than the course of a single life would lead us to believe.;John Berger;alone
One of the places where we lived when I was growing up had this big wood out the back. And starting when I was about 8, I used to enjoy just walking alone through the wood late. Eleven p.m. Midnight. Later.;Christian Bale;alone
Others indeed may talk, and write, and fight about liberty, and make an outward pretence to it but the free-thinker alone is truly free.;George Berkeley;alone
Writers may be disreputable, incorrigible, early to decay or late to bloom but they dare to go it alone.;John Updike;alone
I love my government not least for the extent to which it leaves me alone.;John Updike;alone
For every quarrel a man and wife have before others, they have a hundred when alone.;E. W. Howe;alone
I'm not someone who likes to have my picture taken, let alone see it plastered all over the place.;Laura Linney;alone
Benevolence alone will not make a teacher, nor will learning alone do it. The gift of teaching is a peculiar talent, and implies a need and a craving in the teacher himself.;John Jay Chapman;alone
It's important to say that actors can't act alone, it's impossible. What we have to do is support each other.;Philip Seymour Hoffman;alone
In the laughing times we know that we are lucky, and in the quiet times we know that we are blessed. And we will not be alone.;Dar Williams;alone
The flesh endures the storms of the present alone the mind, those of the past and future as well as the present. Gluttony is a lust of the mind.;Thomas Hobbes;alone
Every animal leaves traces of what it was man alone leaves traces of what he created.;Jacob Bronowski;alone
The only way to get gay issues off the front pages of Canadian newspapers is to grant gay and lesbian people our full civil equality and leave it alone.;Dan Savage;alone
I do not come bearing a party label on my sleeve - or a quick fix in my back pocket. I do not come with a rigid ideology in my heart - or a soul that tells me to go it alone. I do not come to uproot tradition - or to be imprisoned by it.;Ted Kulongoski;alone
I'm a grown woman and sometimes, I might be a little fat, you know? Am I alone there? Not really.;Leighton Meester;alone
From 18 to 22, I was alone, living in L.A. with a bunch of friends, partying.;Heath Ledger;alone
We talk a lot on 'Biggest Loser' about how fitness is a natural antidepressant, how it burns off stress. What I like about running is that it gives me time alone. I'm always busy, with people at work, with my kids. I love getting out for a run by myself and just listening to my music.;Alison Sweeney;alone
Britain, relative to the U.S., is a highly secular society. Philanthropy alone cannot fill the gap left by government cutbacks. And the sources of altruism go deep into our evolutionary past.;Jonathan Sacks;alone
As a young man, even if I was going to see a play or a film by myself, I didn't feel like I was alone. There was something that was unfolding up there that brought me into it. And I recognised that. For those two hours, it made me feel like I belonged to something really good.;Tom Hanks;alone
Solitude, though it may be silent as light, is like light, the mightiest of agencies for solitude is essential to man. All men come into this world alone and leave it alone.;Thomas de Quincey;alone
Most of these people who are celebrities now don't do anything to deserve it, so by that fact alone, I don't want to be one.;will.i.am;alone
Men don't even ask me out. I can't remember the last time I was asked out on a date, and I'm talking years here. I spend my life more and more alone.;Anna Nicole Smith;alone
I couldn't even go to the bathroom alone. My mother or a social worker always went with me.;Natalie Wood;alone
I wrote and produced millions and millions of selling records, so my publishing company alone was worth millions of dollars. I didn't have to work anymore in life because when the rappers started sampling... I'm the most sampled artist in history.;Rick James;alone
I would hope that understanding and reconciliation are not limited to the 19th hole alone.;Gerald R. Ford;alone
I'm not at the point where I'd feel safe in a house alone. I would be really scared. I'm the kind of person that when I get up to go use the bathroom I have this big long hallway, and I just know someone's going to jump out and get me.;Britney Spears;alone
To be adult is to be alone.;Jean Rostand;alone
I'm not a rock star. Sure I am, to a certain extent because of the situation, but when kids ask me how it feels to be a rock star, I say leave me alone, I'm not a rock star. I'm not in it for the fame, I'm in it because I like to play.;Eddie Van Halen;alone
I may be alone in this, but I do sense the power of film, in that movies have the ability to literally change people's minds. That's pretty powerful stuff when you consider that.;Nicolas Cage;alone
The thing I like about baseball is that it's one-on-one. You stand up there alone, and if you make a mistake, it's your mistake. If you hit a home run, it's your home run.;Hank Aaron;alone
In the first 50 years of the filibuster, it was used only 35 times. But the last Congress alone had 112 cloture motions filed, plus threats of more. This is the tyranny of the minority.;Peter Fenn;alone
Perhaps our own opposition to even the level of European integration we have now, let alone any more, is well known.;Nigel Farage;alone
My learning process is by eye alone it's not at all scientific.;Miuccia Prada;alone
As a child, I wanted only two things - to be left alone to read my library books, and to get away from my provincial hometown and go to London to be a writer. And I always knew that when I got there, I wanted to make loads of money.;Julie Burchill;alone
Surely being a Professional Beauty - let alone an ageing one - is one of the most insecure and doomed careers imaginable.;Julie Burchill;alone
But we cannot rely on memorials and museums alone. We can tell ourselves we will never forget and we likely won't. But we need to make sure that we teach history to those who never had the opportunity to remember in the first place.;Dan Rather;alone
I feel so good after a workout. Any time you can be alone with yourself is really important.;Shay Mitchell;alone
I tried acupuncture, the patch, and hypnosis, but found that I needed to do it alone - when the time was right for me.;Christy Turlington;alone
I think sometimes if you are alone, you are freer because your time is your own.;Aung San Suu Kyi;alone
One person alone can't do anything as important as bringing genuine democracy to a country.;Aung San Suu Kyi;alone
No one should be left to suffer alone.;Daisaku Ikeda;alone
When you work alone, you need to socialize at some level.;Jeffery Deaver;alone
I must try and break through the cliches about Latin America. Superpowers and other outsiders have fought over us for centuries in ways that have nothing to do with our problems. In reality we are all alone.;Gabriel Garcia Marquez;alone
The right to be let alone is indeed the beginning of all freedoms.;William O. Douglas;alone
Yeah, my dream would be to work for 6 months and then have 6 months to play, just snowboarding, surfing, and going to cool places to listen and be alone and kinda chill out.;Marc Newson;alone
Making checklists of things you're looking for in a person is the numero uno thing you can do to guarantee you'll be alone forever.;Joseph Gordon-Levitt;alone
I'm a very brave person. I can go to North Vietnam, I can challenge my government, but I can't challenge the man I'm with if means I'm going to end up alone.;Jane Fonda;alone
When the traveler goes alone he gets acquainted with himself.;Liberty Hyde Bailey;alone
At the root of the shy temperament is a deep fear of social judgment, one so severe it can sometimes be crippling. Introverted people don't worry unduly about whether they'll be found wanting, they just find too much socializing exhausting and would prefer either to be alone or in the company of a select few people.;Jeffrey Kluger;alone
Virtue alone has majesty in death.;Edward Young;alone
Probably nothing serious or worthwhile can be accomplished without one's willingness to be alone for sustained periods of time, which is not to say that one must live alone, obsessively.;Joyce Carol Oates;alone
I'm fiercely independent, but I'm also terrified of being alone.;Adam Levine;alone
As a child, I had to get up early for school or work. I'd get ready by myself. I'd set my alarm to wake me up very early in the morning, and be off to work, the family driver driving me every morning. I did it alone, my parents never coming in to wake me up.;Janet Jackson;alone
It is eerie being all but alone in Westminster Abbey. Without the tourists, there are only the dead, many of them kings and queens. They speak powerfully and put my thoughts into vivid perspective.;A. N. Wilson;alone
Let me alone, and go in search of someone else.;Ali ibn Abi Talib;alone
Life is only a long and bitter suicide, and faith alone can transform this suicide into a sacrifice.;Franz Liszt;alone
For so long as the Jew has even one ally, he will be convinced - in his smallness of mind - that his salvation came from that ally. It is only when he is alone - against all of his own efforts and frantic attempts - that he will, through no choice, be compelled to turn to G-d.;Meir Kahane;alone
But it seems that the judging maybe they shouldn't at least see the practices all week long. That can taint the way they go into the judging and the outlook of what's going to happen, instead of just watching those four minutes and judging on those minutes alone.;Nancy Kerrigan;alone
No one chooses to raise children alone.;Erykah Badu;alone
I'm not saying that there's anything better than mated bliss at its best, but I'm saying that living alone is as good in its own way. But we haven't quite given ourselves permission to recognize that.;Barbara Feldon;alone
It was either Voltaire or Charlie Sheen who said, 'We are born alone. We live alone. We die alone. And anything in between that can give us the illusion that we're not, we cling to.';Gabriel Byrne;alone
Most bands don't even last fourteen months let alone fourteen years.;Peter Steele;alone
I was very happy sitting alone at a dining room table, writing a script.;Conrad Hall;alone
It's always easier if you have the support of your family, if you're not alone. I came from a country that has been through a lot of troubles in the last 20 to 30 years, but we have been through them together.;Novak Djokovic;alone
It's an amazing feeling to go into a studio and really be alone.;Joaquin Phoenix;alone
Not drunk is he who from the floor - Can rise alone and still drink more But drunk is They, who prostrate lies, Without the power to drink or rise.;Thomas Love Peacock;alone
Whatever my individual desires were to be free, I was not alone. There were many others who felt the same way.;Rosa Parks;alone
I'm never less at leisure than when at leisure, or less alone than when alone.;Scipio Africanus;alone
I'm ultimately a widow and a single mother, who's not even getting to be a mother right now. I am so alone, it's freaky.;Courtney Love;alone
I have my best ideas when I am alone.;Leona Lewis;alone
I learned why 'out riding alone' is an oxymoron: An equestrian is never alone, is always sensing the other being, the mysterious but also understandable living being that is the horse.;Jane Smiley;alone
When I walked to school in the mornings I would start out alone but would pick up four other boys along the way. We would set out together after school across the village green.;Roald Dahl;alone
You can't get rid of it with exercise alone. You can do the most vigorous exercise and only burn up 300 calories in an hour. If you've got fat on your body, the exercise firms and tones the muscles. But when you use that tape measure, what makes it bigger? It's the fat!;Jack LaLanne;alone
I'm not into watching stuff I did last week, let alone three or four years ago.;Chris Hemsworth;alone
The accumulation of skill and science which has been directed to diminish the difficulty of producing manufactured goods, has not been beneficial to that country alone in which it is concentrated distant kingdoms have participated in its advantages.;Charles Babbage;alone
Photography can never grow up if it imitates some other medium. It has to walk alone it has to be itself.;Berenice Abbott;alone
Postmodernism surely requires an even greater grasp of symbolism, as it's increasingly an art of gesture alone.;Andrew Eldritch;alone
I try to push ideas away, and the ones that will not leave me alone are the ones that ultimately end up happening.;J. J. Abrams;alone
Writing is a solitary occupation. Family, friends, and society are the natural enemies of the writer. He must be alone, uninterrupted, and slightly savage if he is to sustain and complete an undertaking.;Jessamyn West;alone
I'm a workaholic. Before long I'm traveling on my nervous energy alone. This is incredibly exhausting.;Eva Gabor;alone
I had to weave and play around with a honey bear, you know, and I could wrestle with him a little bit, but there's no way you can even wrestle a honey bear, let alone a grizzly bear that's standing ten feet to eleven feet tall! Can you imagine? But it was fascinating to work that close to that kind of animal.;Leslie Nielsen;alone
Women are smart in business and dumb in love. They won't date outside their zip code, let alone outside the city. They are city snobs.;Patti Stanger;alone
However, anyone to whom this happens should not leave his room upon awakening, should speak to no-one, but remain alone and sober until everything comes back to him, and he recalls the dream.;Paracelsus;alone
The question is what will Mitt Romney do as president if his policy is simply to be hands off and let the government be made so small it can be drowned in a bathtub. In the 21st century global economy, no state alone has the ability to compete against China.;Jennifer Granholm;alone
I was a little doubtful about the propriety of going to the Mammoth Cave without a gentleman escort, but if two ladies travel alone they must have the courage of men.;Maria Mitchell;alone
You can work on the saxophone alone, but ultimately you must perform with others.;Steve Lacy;alone
I'm really lucky that my record companies have been patient with me and leave me alone and give me the time to make it right in my mind.;Sarah McLachlan;alone
I think sometimes all you need is to hear someone else say the same thing that you're going through to realize that you're not alone. I try to put some sense of hope into the songs, into whatever the situation is so that it's not just dirt, drudgery and a life of misery.;Sarah McLachlan;alone
It's only when you're alone that you realize where you are. You have nothing to fall back on except your own resources.;Paul Theroux;alone
The best part about being with a group is that you don't have to do everything alone. You're with your friends.;Justin Timberlake;alone
In a civilized society, all crimes are likely to be sins, but most sins are not and ought not to be treated as crimes. Man's ultimate responsibility is to God alone.;Geoffrey Fisher;alone
People love pretty much the same things best. A writer looking for subjects inquires not after what he loves best, but after what he alone loves at all.;Annie Dillard;alone
Buddhism notes that it is always a mistake to think your soul can go it alone.;Annie Dillard;alone
Good acting is all in the writing. If it isn't on the page, then it really won't make any difference. You cannot act on force of personality alone.;Larry Hagman;alone
I just broke up with my boyfriend, and I've been spending more time alone than I'd like.;Lucinda Williams;alone
I live to hail that season by gifted one foretold, when men shall live by reason, and not alone by gold.;George Linnaeus Banks;alone
Man cannot live by incompetence alone.;Charlotte Whitton;alone
The power of a book lies in its power to turn a solitary act into a shared vision. As long as we have books, we are not alone.;Laura Bush;alone
I know that books I have written will still resonate in 50 years - particularly 'My Sister's Keeper.' It has sold three million copies in the States alone. I strongly feel that, as a novelist, you have a platform and the ability to change people's minds.;Jodi Picoult;alone
With fame there is a crosswire between intensity and intimacy. You have decoy intimacy, but you are also very much alone.;Mike Myers;alone
Do not rely completely on any other human being, however dear. We meet all life's greatest tests alone.;Agnes Macphail;alone
In the country of pain we are each alone.;May Sarton;alone
People like eccentrics. Therefore they will leave me alone, saying that I am a mad clown.;Vaslav Nijinsky;alone
If you would have your son to walk honourably through the world, you must not attempt to clear the stones from his path, but teach him to walk firmly over them - not insist upon leading him by the hand, but let him learn to go alone.;Anne Bronte;alone
All still lifes are actually paintings of the world on the sixth day of creation, when God and the world were alone together, without man!;Robert Musil;alone
I'm a huge Wes Anderson fan I would faint if I met him, let alone got to work with him.;Emma Roberts;alone
Forbidden pleasures alone are loved immoderately when lawful, they do not excite desire.;Quintilian;alone
As regards parents, I should like to see them as highly educated as possible, and I do not restrict this remark to fathers alone.;Quintilian;alone
Government alone cannot solve the problems we deal with in our correctional facilities, treatment centers, homeless shelters and crisis centers - we need our faith-based and community partners.;Dirk Kempthorne;alone
Whoever wants to know something about me - as an artist which alone is significant - they should look attentively at my pictures and there seek to recognise what I am and what I want.;Gustav Klimt;alone
Let your mind alone, and see what happens.;Virgil Thomson;alone
I rise to taste the dawn, and find that love alone will shine today.;Ken Wilber;alone
If men knew how women pass the time when they are alone, they'd never marry.;O. Henry;alone
Americans different in some maybe thoughts or emphasis still have the same ideas. They want a government that lets them be free, that leaves them alone, that doesn't interrupt and interfere with every aspect of their life, that lets them go to work and keep more of what they've worked hard to have.;Mike Huckabee;alone
A good government may, indeed, redress the grievances of an injured people but a strong people can alone build up a great nation.;Thomas Francis Meagher;alone
I made some friends at Listerine and they taught me a little bit about oral care. That half of adults suffer from oral disease, that the number one chronic disease among children is oral disease, that we're only taking care of 25% of our mouths when brushing alone and there are more germs in your mouth than there are people on the planet.;Ginnifer Goodwin;alone
I would point out that I'm an actress for a reason! If I were popular in high school, I would have considered another career because I wouldn't have been alone in my room, making up other characters for myself. I definitely had growing pains. The popular kids didn't want anything to do with the girl who was starting the drama club.;Ginnifer Goodwin;alone
Some players you pat their butts, some players you kick their butts, some players you leave alone.;Pete Rose;alone
My overcoat is worn out my shirts also are worn out. And I ask to be allowed to have a lamp in the evening it is indeed wearisome sitting alone in the dark.;William Tyndale;alone
As for style, there is something about the way musicians dress-they seem to be able to create their own world within their fashion alone.;Nicole Richie;alone
One definition of eternity is that we are not alone on this planet, that there are those who've gone before and those who will come, and that there is a community of spirits.;Rita Dove;alone
I think Mr. Wilson will have to be the rest of the way alone.;Flip Wilson;alone
In art, all who have done something other than their predecessors have merited the epithet of revolutionary and it is they alone who are masters.;Paul Gauguin;alone
In truth, I am a single mother. But I don't feel alone at all in parenting my daughter. Krishna has a whole other side of her family who loves her, too. And so Krishna is parented by me, but also by her grandmother and aunts and cousins and uncles and friends.;Padma Lakshmi;alone
No one can arrive from being talented alone, work transforms talent into genius.;Anna Pavlova;alone
In the U.S. alone, weather disasters caused $50 billion in economic damages in 2010.;Jeff Goodell;alone
Style used to be an interaction between the human soul and tools that were limiting. In the digital era, it will have to come from the soul alone.;Jaron Lanier;alone
What does it mean to not be alone? I've approached that question through music, technology, writing and other means.;Jaron Lanier;alone
I understand and get when kids and teenagers feel like they're alone and it's not going to get better. My advice is that there is a support system out there, there are a lot of people who have been through what you're going through and are going through it now.;Brittany Snow;alone
No enterprise, small or large, public or private, can remain self-governing, let alone successful, so deeply in hock to others as we are about to be.;Mitch Daniels;alone
The methods by which a trade union can alone act, are necessarily destructive its organization is necessarily tyrannical.;Henry George;alone
Our country will, I believe, sooner forgive an officer for attacking an enemy than for letting it alone.;Horatio Nelson;alone
To share our stories is not only a worthwhile endeavor for the storyteller, but for those who hear our stories and feel less alone because of it.;Joyce Maynard;alone
The English Bible - a book which, if everything else in our language should perish, would alone suffice to show the whole extent of its beauty and power.;Thomas B. Macaulay;alone
The object of oratory alone in not truth, but persuasion.;Thomas B. Macaulay;alone
The best rules to form a young man, are, to talk little, to hear much, to reflect alone upon what has passed in company, to distrust one's own opinions, and value others that deserve it.;William Temple;alone
Science is analytical, descriptive, informative. Man does not live by bread alone, but by science he attempts to do so. Hence the deadliness of all that is purely scientific.;Eric Gill;alone
'Tis the last rose of summer Left blooming alone All her lovely companions Are faded and gone.;Thomas More;alone
Lord, Bless our enemies have mercy upon them, may they turn their course and let us alone, and let us live in peace at our homes in our own native land.;William Pennington;alone
I grew up in a very large family in a very small house. I never slept alone until after I was married.;Lewis Grizzard;alone
I like singer-songwriters, and I find sad songs comforting rather than depressing. It makes you realise you're not alone in the world.;Natalie Imbruglia;alone
